data_set,Ants_number,Alpha,Beta,Evaporate_rate,Random_rate,nbr_iterations,cost,time
data/burma14.tsp,3,6.3,6.8,0.31,0.82,1,3332.8128808049146,0.007995367050170898
data/burma14.tsp,7,7.9,4.9,0.32,0.31,8,2921.6372843855597,0.15591096878051758
data/burma14.tsp,8,7.1,0.7,0.36,0.87,5,2980.9524559351485,0.14493441581726074
data/burma14.tsp,8,9.4,2.3,0.21,0.28,1,3247.3684996499655,0.0199887752532959
data/burma14.tsp,7,5.2,1.0,0.3,0.88,1,3213.106544886957,0.009994268417358398
data/burma14.tsp,6,5.6,0.1,0.76,0.67,8,2859.272041389352,0.08593058586120605
data/burma14.tsp,6,6.0,5.0,0.34,0.13,4,3025.3778174171957,0.04897189140319824
data/burma14.tsp,4,7.3,1.0,0.76,0.62,8,3054.815565192385,0.06196451187133789
data/burma14.tsp,2,8.1,5.3,0.13,0.78,2,3016.6182628516135,0.0059969425201416016
data/burma14.tsp,3,0.9,0.2,0.25,0.12,7,2921.6372843855597,0.03497958183288574
data/burma14.tsp,5,0.7,4.8,0.09,0.73,10,2890.892556619956,0.09394621849060059
data/burma14.tsp,2,7.6,3.8,0.17,0.6,4,3016.6182628516135,0.010994195938110352
data/burma14.tsp,7,9.1,1.9,0.56,0.76,7,2921.6372843855597,0.0779581069946289
data/burma14.tsp,5,4.9,4.0,0.62,0.35,4,3054.815565192385,0.047972679138183594
data/burma14.tsp,5,3.0,5.8,0.27,0.53,1,3016.6182628516135,0.005996227264404297
data/burma14.tsp,7,9.1,3.5,0.24,0.55,10,2921.6372843855597,0.15291237831115723
data/burma14.tsp,4,0.5,6.1,0.8,0.13,1,3332.8128808049146,0.006997108459472656
data/burma14.tsp,4,7.1,7.0,0.7,0.86,10,2967.9352866955687,0.07795453071594238
data/burma14.tsp,5,5.8,8.8,0.9,0.4,4,3054.815565192385,0.04697299003601074
data/burma14.tsp,4,5.7,8.8,0.56,0.13,4,3025.3778174171957,0.027984142303466797
data/burma14.tsp,7,1.4,2.9,0.09,0.42,9,3025.3778174171957,0.13991999626159668
data/burma14.tsp,8,6.5,6.1,0.43,0.09,4,2890.892556619956,0.06196451187133789
data/burma14.tsp,3,5.8,8.2,0.8,0.14,6,2890.892556619956,0.029983043670654297
data/burma14.tsp,7,4.7,1.1,0.95,0.88,4,3383.484458590773,0.05097055435180664
data/burma14.tsp,8,4.7,5.8,0.78,0.93,6,2859.272041389352,0.13592219352722168
data/burma14.tsp,2,8.2,1.7,0.13,0.17,5,2890.892556619956,0.014991044998168945
data/burma14.tsp,5,8.8,8.7,0.27,0.28,4,2967.9352866955687,0.04897189140319824
data/burma14.tsp,2,5.3,4.3,0.47,0.26,9,2967.9352866955687,0.031981706619262695
data/burma14.tsp,8,0.2,0.4,0.22,0.24,1,3332.8128808049146,0.017989397048950195
data/burma14.tsp,4,8.4,9.2,0.5,0.83,3,3025.3778174171957,0.02298736572265625
data/burma14.tsp,5,8.5,4.3,0.77,0.54,3,3232.999392362358,0.05296945571899414
data/burma14.tsp,8,5.7,0.8,0.76,0.55,7,2980.9524559351485,0.1309223175048828
data/burma14.tsp,8,6.1,4.1,0.77,0.24,7,3016.6182628516135,0.10793900489807129
data/burma14.tsp,5,0.5,8.8,0.81,0.82,8,2890.892556619956,0.1139371395111084
data/burma14.tsp,8,3.6,7.9,0.17,0.36,8,2890.892556619956,0.19588804244995117
data/burma14.tsp,6,5.4,2.3,0.26,0.15,6,2921.6372843855597,0.09194707870483398
data/burma14.tsp,5,8.0,1.9,0.4,0.81,3,3054.815565192385,0.03997683525085449
data/burma14.tsp,4,1.2,4.2,0.9,0.14,10,2890.892556619956,0.08295273780822754
data/burma14.tsp,8,1.1,1.3,0.67,0.22,3,3054.815565192385,0.06696224212646484
data/burma14.tsp,7,4.5,4.2,0.28,0.39,5,2890.892556619956,0.10194134712219238
data/burma14.tsp,4,4.8,7.7,0.4,0.76,7,2890.892556619956,0.06696176528930664
data/burma14.tsp,7,8.0,5.5,0.84,0.41,4,3247.3684996499655,0.05796694755554199
data/burma14.tsp,2,8.5,0.9,0.3,0.13,8,2890.892556619956,0.024985790252685547
data/burma14.tsp,2,3.3,3.2,0.56,0.52,5,2967.9352866955687,0.020987510681152344
data/burma14.tsp,5,3.0,0.7,0.46,0.23,9,3016.6182628516135,0.10094213485717773
data/burma14.tsp,2,3.9,7.1,0.28,0.66,6,2921.6372843855597,0.0199887752532959
data/burma14.tsp,8,5.9,1.1,0.67,0.37,7,2890.892556619956,0.14491701126098633
data/burma14.tsp,4,4.3,6.2,0.11,0.59,6,2921.6372843855597,0.05796694755554199
data/burma14.tsp,4,4.3,8.9,0.56,0.5,1,3234.22367890176,0.007995367050170898
data/burma14.tsp,6,0.1,5.1,0.46,0.34,3,3025.3778174171957,0.05296945571899414
data/burma14.tsp,7,4.7,0.9,0.44,0.26,1,3247.3684996499655,0.0159909725189209
data/burma14.tsp,4,1.5,0.5,0.91,0.33,2,3086.1347254049497,0.017989635467529297
data/burma14.tsp,2,0.3,5.5,0.32,0.58,6,2890.892556619956,0.02298712730407715
data/burma14.tsp,7,4.3,6.5,0.06,0.67,3,2890.892556619956,0.04599261283874512
data/burma14.tsp,7,5.5,3.8,0.38,0.62,3,2890.892556619956,0.048970699310302734
data/burma14.tsp,7,7.1,1.7,0.11,0.92,9,2933.1590942893113,0.10793781280517578
data/burma14.tsp,7,3.5,5.3,0.72,0.66,2,2890.892556619956,0.02298712730407715
data/burma14.tsp,4,6.9,7.1,0.69,0.37,1,2890.892556619956,0.004997730255126953
data/burma14.tsp,4,7.9,5.5,0.84,0.07,4,3213.106544886957,0.028983116149902344
data/burma14.tsp,2,7.4,6.8,0.83,0.59,2,2921.6372843855597,0.0069963932037353516
data/burma14.tsp,2,8.5,1.2,0.46,0.41,10,2859.272041389352,0.03597855567932129
data/burma14.tsp,2,3.5,1.8,0.51,0.82,4,2921.6372843855597,0.01299285888671875
data/burma14.tsp,7,6.0,7.4,0.67,0.82,5,3016.6182628516135,0.06696176528930664
data/burma14.tsp,6,6.4,0.7,0.68,0.17,5,2890.892556619956,0.0689399242401123
data/burma14.tsp,8,7.5,7.2,0.26,0.27,7,2967.9352866955687,0.09094810485839844
data/burma14.tsp,6,2.8,7.7,0.63,0.53,8,3016.6182628516135,0.10394048690795898
data/burma14.tsp,6,5.0,7.0,0.62,0.6,10,2890.892556619956,0.10993695259094238
data/burma14.tsp,5,9.0,2.0,0.35,0.64,8,2921.6372843855597,0.08195328712463379
data/burma14.tsp,3,0.8,3.9,0.45,0.82,7,2890.892556619956,0.035979509353637695
data/burma14.tsp,4,6.6,2.0,0.24,0.9,3,2921.6372843855597,0.019988536834716797
data/burma14.tsp,5,7.3,0.9,0.6,0.23,7,2967.9352866955687,0.05496859550476074
data/burma14.tsp,8,2.7,6.5,0.52,0.54,2,2890.892556619956,0.035979509353637695
data/burma14.tsp,4,5.4,8.0,0.43,0.31,10,3016.6182628516135,0.07697629928588867
data/burma14.tsp,3,6.2,0.2,0.21,0.73,9,3035.1407092620916,0.06594514846801758
data/burma14.tsp,4,4.6,5.4,0.22,0.27,9,2890.892556619956,0.06795787811279297
data/burma14.tsp,2,6.0,2.8,0.1,0.67,2,3232.999392362358,0.0039975643157958984
data/burma14.tsp,7,1.9,4.8,0.22,0.88,10,2921.6372843855597,0.12992572784423828
data/burma14.tsp,5,2.1,4.1,0.53,0.51,10,2921.6372843855597,0.09094786643981934
data/burma14.tsp,6,1.8,3.4,0.43,0.35,3,2890.892556619956,0.035979509353637695
data/burma14.tsp,4,9.4,3.3,0.28,0.45,7,2933.1590942893113,0.050971031188964844
data/burma14.tsp,5,2.6,5.0,0.19,0.81,6,2890.892556619956,0.05696725845336914
data/burma14.tsp,2,8.9,7.2,0.77,0.06,4,2921.6372843855597,0.008995294570922852
data/burma14.tsp,4,7.2,0.7,0.84,0.36,2,3054.815565192385,0.011992931365966797
data/burma14.tsp,5,0.6,7.8,0.22,0.32,5,3232.999392362358,0.05696749687194824
data/burma14.tsp,2,1.9,4.8,0.36,0.73,1,3016.6182628516135,0.0059964656829833984
data/burma14.tsp,8,5.0,3.2,0.51,0.48,6,2890.892556619956,0.10895800590515137
data/burma14.tsp,6,9.1,8.7,0.13,0.27,6,2967.9352866955687,0.07695674896240234
data/burma14.tsp,3,4.6,6.7,0.32,0.69,4,2890.892556619956,0.021987438201904297
data/burma14.tsp,2,1.2,8.0,0.25,0.39,2,3016.6182628516135,0.005995750427246094
data/burma14.tsp,2,5.3,8.1,0.22,0.09,2,3332.8128808049146,0.009994745254516602
data/burma14.tsp,6,4.8,9.5,0.95,0.3,3,2890.892556619956,0.03597903251647949
data/burma14.tsp,3,1.9,5.7,0.79,0.78,6,2890.892556619956,0.031981706619262695
data/burma14.tsp,4,4.5,1.3,0.54,0.5,3,2933.1590942893113,0.021987199783325195
data/burma14.tsp,3,1.7,4.7,0.43,0.37,4,3054.815565192385,0.02698516845703125
data/burma14.tsp,3,7.4,5.0,0.58,0.67,8,2890.892556619956,0.03897714614868164
data/burma14.tsp,5,2.4,1.7,0.08,0.89,3,3213.106544886957,0.01898932456970215
data/burma14.tsp,6,5.7,3.8,0.31,0.49,8,3016.6182628516135,0.10394072532653809
data/burma14.tsp,8,2.9,8.8,0.57,0.68,4,3054.815565192385,0.07495689392089844
data/burma14.tsp,6,7.8,6.5,0.81,0.14,4,3054.815565192385,0.044974565505981445
data/burma14.tsp,5,8.9,7.8,0.73,0.76,5,2933.1590942893113,0.037978172302246094
data/burma14.tsp,6,1.7,5.9,0.23,0.87,9,2890.892556619956,0.10294175148010254
data/burma14.tsp,6,1.8,7.2,0.18,0.48,8,2921.6372843855597,0.07995414733886719
data/burma14.tsp,6,7.2,6.0,0.6,0.46,6,2890.892556619956,0.07695531845092773
data/burma14.tsp,3,4.8,6.6,0.86,0.3,8,2921.6372843855597,0.035979509353637695
data/burma14.tsp,2,3.9,1.7,0.46,0.36,7,2921.6372843855597,0.024985313415527344
data/burma14.tsp,3,3.6,4.7,0.23,0.43,6,2890.892556619956,0.0319819450378418
data/burma14.tsp,2,2.1,8.2,0.92,0.32,7,2890.892556619956,0.0179898738861084
data/burma14.tsp,3,6.6,8.2,0.31,0.08,6,2890.892556619956,0.024985790252685547
data/burma14.tsp,8,0.3,5.8,0.33,0.53,2,3016.6182628516135,0.036978960037231445
data/burma14.tsp,5,5.0,5.0,0.11,0.59,6,2890.892556619956,0.061944007873535156
data/burma14.tsp,4,2.1,4.0,0.09,0.2,9,3025.3778174171957,0.06496310234069824
data/burma14.tsp,8,4.9,0.8,0.65,0.59,8,3054.815565192385,0.12093377113342285
data/burma14.tsp,4,9.2,9.5,0.22,0.19,10,2921.6372843855597,0.08595061302185059
data/burma14.tsp,4,3.2,3.3,0.1,0.28,1,2890.892556619956,0.008994817733764648
data/burma14.tsp,6,7.7,1.7,0.4,0.87,3,2859.272041389352,0.032981157302856445
data/burma14.tsp,6,8.3,3.4,0.11,0.37,2,3054.815565192385,0.01699042320251465
data/burma14.tsp,6,8.3,4.4,0.21,0.61,10,2921.6372843855597,0.12692785263061523
data/burma14.tsp,3,5.2,5.1,0.73,0.65,3,2890.892556619956,0.017988920211791992
data/burma14.tsp,3,0.9,0.3,0.11,0.12,10,2890.892556619956,0.0539698600769043
data/burma14.tsp,6,8.0,1.1,0.94,0.51,3,3261.677615162795,0.045973777770996094
data/burma14.tsp,8,2.1,7.9,0.31,0.52,1,3054.815565192385,0.015990495681762695
data/burma14.tsp,2,1.8,1.2,0.36,0.61,1,3234.22367890176,0.003997802734375
data/burma14.tsp,7,3.8,2.2,0.29,0.24,1,3232.999392362358,0.020987749099731445
data/burma14.tsp,6,1.7,9.4,0.65,0.05,4,2890.892556619956,0.04297518730163574
data/burma14.tsp,4,7.2,3.8,0.33,0.07,9,2967.9352866955687,0.04699087142944336
data/burma14.tsp,8,0.6,0.8,0.12,0.87,8,2890.892556619956,0.12990856170654297
data/burma14.tsp,8,1.0,0.6,0.78,0.13,2,3025.3778174171957,0.0639638900756836
data/burma14.tsp,5,6.2,7.6,0.18,0.43,1,2967.9352866955687,0.009993314743041992
data/burma14.tsp,5,3.4,5.9,0.3,0.8,8,2921.6372843855597,0.11893200874328613
data/burma14.tsp,6,7.2,5.1,0.16,0.8,4,2967.9352866955687,0.05496811866760254
data/burma14.tsp,4,6.0,7.5,0.35,0.81,1,3234.22367890176,0.013991832733154297
data/burma14.tsp,4,3.9,2.4,0.17,0.06,6,2921.6372843855597,0.043974876403808594
data/burma14.tsp,5,1.4,7.4,0.08,0.51,10,2890.892556619956,0.11793279647827148
data/burma14.tsp,2,1.9,7.5,0.82,0.08,4,3054.815565192385,0.011993408203125
data/burma14.tsp,8,6.3,9.0,0.19,0.12,5,2967.9352866955687,0.12492799758911133
data/burma14.tsp,3,0.7,6.7,0.41,0.86,7,3016.6182628516135,0.045973777770996094
data/burma14.tsp,8,9.5,6.4,0.69,0.25,1,3054.815565192385,0.0179898738861084
data/burma14.tsp,6,8.8,5.9,0.87,0.1,1,3332.8128808049146,0.008994579315185547
data/burma14.tsp,3,7.4,8.2,0.84,0.76,5,3025.3778174171957,0.029982805252075195
data/burma14.tsp,3,3.9,6.0,0.8,0.54,2,2921.6372843855597,0.007995367050170898
data/burma14.tsp,7,7.3,6.8,0.61,0.73,8,2933.1590942893113,0.13092541694641113
data/burma14.tsp,6,1.7,5.5,0.14,0.3,2,3213.106544886957,0.020987987518310547
data/burma14.tsp,4,2.8,4.4,0.59,0.32,3,2967.9352866955687,0.036978960037231445
data/burma14.tsp,8,3.7,2.4,0.33,0.26,2,3514.865516572165,0.06696128845214844
data/burma14.tsp,5,3.9,3.4,0.57,0.88,2,3247.3684996499655,0.01898956298828125
data/burma14.tsp,4,8.1,3.4,0.8,0.14,9,2890.892556619956,0.07695579528808594
data/burma14.tsp,5,2.2,6.5,0.21,0.54,10,2967.9352866955687,0.12392735481262207
data/burma14.tsp,6,9.5,9.2,0.31,0.09,6,2967.9352866955687,0.0719609260559082
data/burma14.tsp,8,1.9,4.9,0.88,0.59,1,3232.999392362358,0.0159912109375
data/burma14.tsp,5,4.1,8.7,0.82,0.46,3,3234.22367890176,0.03997635841369629
data/burma14.tsp,4,7.8,0.8,0.52,0.15,8,2890.892556619956,0.05996584892272949
data/burma14.tsp,3,6.2,4.8,0.75,0.94,6,2859.272041389352,0.029982805252075195
data/burma14.tsp,8,5.2,3.1,0.4,0.53,9,2890.892556619956,0.20988059043884277
data/burma14.tsp,8,3.2,3.4,0.35,0.61,7,2921.6372843855597,0.15391135215759277
data/burma14.tsp,6,4.5,4.2,0.24,0.64,5,2967.9352866955687,0.08195257186889648
data/burma14.tsp,4,1.5,9.3,0.6,0.81,9,2890.892556619956,0.07195901870727539
data/burma14.tsp,2,5.9,2.8,0.14,0.29,5,2967.9352866955687,0.017989635467529297
data/burma14.tsp,8,8.3,1.5,0.18,0.68,9,2859.272041389352,0.18491148948669434
data/burma14.tsp,5,0.6,3.1,0.87,0.59,2,2933.1590942893113,0.021967411041259766
data/burma14.tsp,2,8.2,2.3,0.48,0.56,8,2933.1590942893113,0.04297804832458496
data/burma14.tsp,4,3.4,3.3,0.51,0.82,2,3016.6182628516135,0.019987821578979492
data/burma14.tsp,6,0.3,8.4,0.27,0.6,7,2921.6372843855597,0.1219487190246582
data/burma14.tsp,3,1.9,1.8,0.74,0.54,4,2967.9352866955687,0.0239870548248291
data/burma14.tsp,7,4.9,9.2,0.75,0.5,6,3016.6182628516135,0.1049184799194336
data/burma14.tsp,8,4.7,1.7,0.12,0.8,5,2921.6372843855597,0.09294700622558594
data/burma14.tsp,8,3.7,0.5,0.07,0.76,2,2925.573023609756,0.045973777770996094
data/burma14.tsp,5,4.3,8.3,0.46,0.95,2,2890.892556619956,0.019010066986083984
data/burma14.tsp,4,7.4,1.3,0.31,0.37,9,2890.892556619956,0.07795500755310059
data/burma14.tsp,7,6.3,7.0,0.74,0.79,6,2921.6372843855597,0.12093067169189453
data/burma14.tsp,6,9.1,5.7,0.23,0.12,10,3016.6182628516135,0.11393499374389648
data/burma14.tsp,6,5.6,5.8,0.81,0.4,9,2890.892556619956,0.12391138076782227
data/burma14.tsp,4,0.1,4.6,0.44,0.33,5,2967.9352866955687,0.04399299621582031
data/burma14.tsp,8,8.8,2.2,0.15,0.85,6,2859.272041389352,0.13290619850158691
data/burma14.tsp,3,0.1,5.8,0.82,0.94,6,3054.815565192385,0.027984142303466797
data/burma14.tsp,8,4.4,6.4,0.17,0.49,10,2890.892556619956,0.24785518646240234
data/burma14.tsp,8,7.9,5.6,0.58,0.24,9,2890.892556619956,0.16991782188415527
data/burma14.tsp,2,5.6,4.8,0.16,0.3,9,2890.892556619956,0.0639493465423584
data/burma14.tsp,4,0.9,4.4,0.59,0.37,8,2967.9352866955687,0.05996561050415039
data/burma14.tsp,7,8.9,2.2,0.77,0.42,7,3025.3778174171957,0.1539313793182373
data/burma14.tsp,7,8.7,6.9,0.64,0.28,1,3954.3652661662663,0.012992382049560547
data/burma14.tsp,4,0.1,6.7,0.27,0.61,6,2890.892556619956,0.04695582389831543
data/burma14.tsp,8,1.1,2.1,0.7,0.47,2,3016.6182628516135,0.03298139572143555
data/burma14.tsp,3,9.1,9.1,0.42,0.68,10,2890.892556619956,0.05996274948120117
data/burma14.tsp,2,1.5,4.9,0.46,0.66,6,2967.9352866955687,0.01898932456970215
data/burma14.tsp,8,6.6,1.6,0.64,0.77,8,2899.1796626943747,0.11495399475097656
data/burma14.tsp,3,7.0,7.2,0.22,0.86,1,3054.815565192385,0.0059964656829833984
data/burma14.tsp,7,0.4,2.3,0.81,0.72,3,3016.6182628516135,0.045974016189575195
data/burma14.tsp,3,5.8,5.4,0.21,0.3,1,3953.143811739049,0.0029981136322021484
data/burma14.tsp,5,2.3,9.5,0.73,0.89,3,2890.892556619956,0.0319819450378418
data/burma14.tsp,8,2.8,2.8,0.34,0.91,8,2890.892556619956,0.11193561553955078
data/burma14.tsp,5,1.1,2.5,0.17,0.22,3,3016.6182628516135,0.033980607986450195
data/burma14.tsp,8,4.0,3.3,0.87,0.28,2,3232.999392362358,0.02898406982421875
data/burma14.tsp,2,0.5,5.0,0.6,0.34,4,2890.892556619956,0.013991355895996094
data/burma14.tsp,5,8.0,3.8,0.82,0.08,1,2890.892556619956,0.00699615478515625
data/burma14.tsp,3,1.1,2.4,0.07,0.29,9,2921.6372843855597,0.048972129821777344
data/burma14.tsp,8,8.6,9.5,0.48,0.24,7,2890.892556619956,0.1209104061126709
data/burma14.tsp,5,6.4,4.7,0.75,0.18,7,2921.6372843855597,0.07296109199523926
data/burma14.tsp,7,0.3,5.3,0.51,0.63,8,3016.6182628516135,0.16390657424926758
data/burma14.tsp,8,8.7,8.3,0.22,0.22,1,3953.143811739049,0.011993169784545898
data/burma14.tsp,6,8.4,6.7,0.41,0.14,1,3234.22367890176,0.018988847732543945
data/burma14.tsp,4,8.7,5.2,0.4,0.54,7,2890.892556619956,0.05696725845336914
data/burma14.tsp,8,6.4,3.9,0.63,0.52,1,2967.9352866955687,0.0159909725189209
data/burma14.tsp,2,4.8,3.6,0.56,0.32,10,2921.6372843855597,0.036978960037231445
data/burma14.tsp,6,2.6,9.0,0.45,0.92,9,2890.892556619956,0.11493420600891113
data/burma14.tsp,5,3.1,2.3,0.3,0.36,5,3016.6182628516135,0.06496310234069824
data/burma14.tsp,2,1.1,5.4,0.33,0.37,9,2967.9352866955687,0.035979270935058594
data/burma14.tsp,8,2.2,9.4,0.63,0.88,8,2890.892556619956,0.19588804244995117
data/burma14.tsp,3,0.3,8.4,0.9,0.73,9,2890.892556619956,0.06596064567565918
data/bays29.tsp,7,5.6,4.1,0.71,0.87,5,2040.0,0.5097098350524902
data/bays29.tsp,3,9.5,5.5,0.52,0.66,4,2141.0,0.10294175148010254
data/bays29.tsp,4,2.7,1.2,0.1,0.09,2,2151.0,0.04397130012512207
data/bays29.tsp,2,6.8,5.8,0.05,0.07,5,2000.0,0.07297873497009277
data/bays29.tsp,3,8.9,1.9,0.06,0.27,7,2145.0,0.20786046981811523
data/bays29.tsp,4,8.8,1.6,0.11,0.83,3,2160.0,0.13192486763000488
data/bays29.tsp,8,4.4,5.4,0.42,0.81,3,2178.0,0.2258749008178711
data/bays29.tsp,4,0.6,9.4,0.82,0.25,10,2106.0,0.4977116584777832
data/bays29.tsp,7,0.4,5.7,0.42,0.57,4,2149.0,0.7455735206604004
data/bays29.tsp,5,2.9,8.7,0.74,0.47,7,2130.0,0.5356934070587158
data/bays29.tsp,5,0.4,2.4,0.33,0.72,4,2317.0,0.23386621475219727
data/bays29.tsp,6,5.0,7.7,0.47,0.85,1,2256.0,0.03500032424926758
data/bays29.tsp,3,3.5,7.8,0.7,0.91,1,2148.0,0.01699066162109375
data/bays29.tsp,2,1.7,2.2,0.87,0.15,7,2151.0,0.0909273624420166
data/bays29.tsp,5,8.4,9.4,0.77,0.92,5,2149.0,0.3288147449493408
data/bays29.tsp,6,9.5,2.8,0.39,0.73,4,2145.0,0.23488306999206543
data/bays29.tsp,2,3.9,3.6,0.14,0.58,10,2145.0,0.16290688514709473
data/bays29.tsp,8,9.1,4.7,0.49,0.6,10,2149.0,2.3586339950561523
data/bays29.tsp,6,6.7,1.4,0.55,0.9,9,2049.0,1.008420467376709
data/bays29.tsp,8,3.7,9.3,0.94,0.18,7,2141.0,1.5291259288787842
data/bays29.tsp,6,1.6,3.6,0.21,0.24,9,2145.0,0.708594560623169
data/bays29.tsp,2,7.3,0.4,0.07,0.51,9,2071.0,0.12892627716064453
data/bays29.tsp,8,3.4,1.2,0.75,0.44,8,1990.0,1.3392374515533447
data/bays29.tsp,5,1.0,2.1,0.91,0.16,10,2000.0,0.7875490188598633
data/bays29.tsp,3,3.0,3.5,0.36,0.59,1,2309.0,0.0319821834564209
data/bays29.tsp,5,8.4,1.8,0.07,0.1,3,2160.0,0.10693860054016113
data/bays29.tsp,7,0.5,7.7,0.95,0.51,6,2160.0,0.7025983333587646
data/bays29.tsp,4,9.5,1.1,0.72,0.55,2,2060.0,0.07495689392089844
data/bays29.tsp,6,0.6,5.7,0.71,0.27,8,2106.0,0.9964275360107422
data/bays29.tsp,7,5.5,6.5,0.53,0.63,10,2141.0,1.118363380432129
data/bays29.tsp,2,1.7,6.5,0.33,0.8,7,2141.0,0.11293554306030273
data/bays29.tsp,4,3.3,3.2,0.08,0.82,1,2040.0,0.026984214782714844
data/bays29.tsp,6,0.7,4.7,0.69,0.95,9,2038.0,0.658623218536377
data/bays29.tsp,8,2.2,9.5,0.27,0.54,1,2145.0,0.21088004112243652
data/bays29.tsp,7,7.8,8.1,0.36,0.36,5,2000.0,0.5616788864135742
data/bays29.tsp,7,2.8,7.5,0.31,0.28,4,2149.0,0.7915470600128174
data/bays29.tsp,4,9.1,4.8,0.5,0.81,8,2168.0,0.26185011863708496
data/bays29.tsp,3,2.9,0.1,0.23,0.13,1,2180.0,0.017989635467529297
data/bays29.tsp,2,6.7,7.3,0.84,0.43,5,2145.0,0.13292431831359863
data/bays29.tsp,8,1.3,6.5,0.84,0.64,4,2160.0,0.5896625518798828
data/bays29.tsp,8,4.4,5.5,0.71,0.94,5,2088.0,0.6616218090057373
data/bays29.tsp,5,2.7,6.5,0.38,0.36,1,2256.0,0.08794927597045898
data/bays29.tsp,3,0.5,0.3,0.9,0.67,5,2000.0,0.16790413856506348
data/bays29.tsp,5,1.0,9.2,0.88,0.65,5,2243.0,0.3708052635192871
data/bays29.tsp,7,7.0,5.3,0.47,0.22,2,2141.0,0.13690471649169922
data/bays29.tsp,4,9.3,3.7,0.22,0.16,10,2141.0,0.3727836608886719
data/bays29.tsp,2,6.0,5.2,0.09,0.81,9,2145.0,0.1399402618408203
data/bays29.tsp,7,2.1,2.3,0.62,0.42,2,2256.0,0.6895880699157715
data/bays29.tsp,4,9.4,4.2,0.65,0.43,4,2013.0,0.28983402252197266
data/bays29.tsp,5,1.1,8.1,0.78,0.43,4,2038.0,0.36279296875
data/bays29.tsp,4,1.6,2.5,0.31,0.2,8,2145.0,0.3587944507598877
data/bays29.tsp,2,4.7,5.3,0.16,0.75,4,2145.0,0.08295178413391113
data/bays29.tsp,6,6.9,3.8,0.81,0.17,8,2149.0,0.9504566192626953
data/bays29.tsp,2,1.2,4.5,0.45,0.13,4,2145.0,0.05996537208557129
data/bays29.tsp,7,5.8,5.9,0.48,0.27,2,2175.0,0.20888090133666992
data/bays29.tsp,7,4.3,7.0,0.1,0.83,5,2038.0,0.7325780391693115
data/bays29.tsp,7,4.7,6.0,0.89,0.84,2,2038.0,0.5057110786437988
data/bays29.tsp,5,2.9,3.9,0.31,0.71,9,2000.0,0.5157051086425781
data/bays29.tsp,4,8.7,4.8,0.23,0.49,7,2145.0,0.3468015193939209
data/bays29.tsp,5,6.5,9.5,0.05,0.09,2,2267.0,0.04997110366821289
data/bays29.tsp,6,7.2,1.0,0.95,0.54,7,2197.0,0.8445203304290771
data/bays29.tsp,5,7.8,9.4,0.82,0.16,8,2168.0,0.4537365436553955
data/bays29.tsp,7,0.5,3.9,0.42,0.93,8,2145.0,1.0234181880950928
data/bays29.tsp,3,4.0,4.5,0.78,0.84,3,2145.0,0.09094810485839844
data/bays29.tsp,5,6.0,8.8,0.56,0.23,4,2141.0,0.2828378677368164
data/bays29.tsp,6,0.3,8.8,0.1,0.82,2,2406.0,0.3607940673828125
data/bays29.tsp,5,5.3,7.8,0.95,0.12,3,2141.0,0.24386000633239746
data/bays29.tsp,2,2.0,2.1,0.59,0.9,5,2180.0,0.06896066665649414
data/bays29.tsp,7,0.8,0.3,0.81,0.5,6,2000.0,0.7655792236328125
data/bays29.tsp,8,4.7,1.7,0.58,0.45,9,2000.0,2.2127158641815186
data/bays29.tsp,5,8.0,4.3,0.19,0.41,6,2175.0,0.4147651195526123
data/bays29.tsp,6,2.6,8.6,0.54,0.8,5,2138.0,0.5506408214569092
data/bays29.tsp,2,5.4,8.9,0.52,0.44,1,2243.0,0.04445505142211914
data/bays29.tsp,7,7.9,0.6,0.22,0.91,3,2107.0,0.2606070041656494
data/bays29.tsp,4,3.9,0.4,0.6,0.56,7,2205.0,0.28285837173461914
data/bays29.tsp,3,7.5,2.4,0.74,0.84,8,2096.0,0.2928140163421631
data/bays29.tsp,4,5.1,8.3,0.62,0.9,9,2071.0,0.5187027454376221
data/bays29.tsp,4,6.5,8.3,0.71,0.46,1,2314.0,0.13492321968078613
data/bays29.tsp,4,2.4,4.9,0.14,0.16,9,2141.0,0.6946022510528564
data/bays29.tsp,8,4.1,3.3,0.16,0.27,2,2312.0,0.8165333271026611
data/bays29.tsp,3,8.6,2.7,0.41,0.28,1,2000.0,0.02498459815979004
data/bays29.tsp,6,4.8,6.5,0.06,0.8,2,2285.0,0.15091395378112793
data/bays29.tsp,4,6.7,7.5,0.78,0.77,2,2049.0,0.16890406608581543
data/bays29.tsp,2,3.8,9.5,0.94,0.48,3,2327.0,0.11593198776245117
data/bays29.tsp,7,5.3,8.0,0.86,0.75,5,2132.0,0.771559476852417
data/bays29.tsp,6,4.8,5.4,0.31,0.47,5,2145.0,0.4287545680999756
data/bays29.tsp,7,8.3,0.8,0.94,0.71,8,2438.0,1.8459455966949463
data/bays29.tsp,8,3.7,4.3,0.2,0.64,6,2000.0,0.7525887489318848
data/bays29.tsp,2,9.2,4.3,0.56,0.53,3,2267.0,0.05194973945617676
data/bays29.tsp,8,6.5,4.6,0.36,0.12,7,2238.0,2.0268430709838867
data/bays29.tsp,7,1.8,2.2,0.18,0.69,6,2243.0,0.5226998329162598
data/bays29.tsp,6,9.1,6.7,0.84,0.78,6,2180.0,0.6386544704437256
